3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Predictions
1,2
2,13
3,0
4,2
5,6
6,17
7,11
8,17
9,22
10,13
11,2
12,9
13,2
14,8
15,2
16,2
17,0
18,8
19,2
20,0
21,6
22,0
23,9
24,17
25,8
26,17
27,10
28,8
29,12
30,13
31,14
32,13
33,10
34,14
35,10
36,10
37,2
38,8
39,8
40,14
41,16
42,10
43,13
44,10
45,10
46,10
47,13
48,14
49,8
50,0
51,7
52,8
53,10
54,10
55,14
56,14
57,0
58,9
59,17
60,14
61,13
62,2
63,11
64,13
65,17
66,6
67,6
68,14
69,12
70,13
71,13
72,14
73,13
74,8
75,10
76,6
77,10
78,17
79,6
80,8

"Class,Precision,Recall,F1-measure"
0,0.5,0.75,0.6
1,0.0,0.0,0.0
2,0.44,1.0,0.62
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.5,0.75,0.6
7,1.0,0.33,0.5
8,0.3,1.0,0.46
9,0.67,0.5,0.57
10,0.25,1.0,0.4
11,1.0,0.5,0.67
12,0.5,0.33,0.4
13,0.27,0.75,0.4
14,0.33,1.0,0.5
15,0.0,0.0,0.0
16,1.0,0.33,0.5
17,0.43,0.75,0.55
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,1.0,0.33,0.5
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0

Accuracy,0.412

Macro-average F1-measure,0.279

Weighted-average F1-measure,0.322
