3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0

Predictions
1,25
2,13
3,22
4,2
5,18
6,17
7,11
8,22
9,13
10,20
11,6
12,9
13,11
14,14
15,4
16,5
17,6
18,3
19,2
20,12
21,4
22,0
23,9
24,17
25,9
26,4
27,22
28,21
29,23
30,24
31,25
32,23
33,6
34,15
35,20
36,24
37,2
38,19
39,15
40,8
41,25
42,20
43,13
44,15
45,13
46,13
47,12
48,14
49,24
50,0
51,7
52,3
53,22
54,20
55,15
56,2
57,23
58,9
59,1
60,14
61,13
62,2
63,11
64,10
65,0
66,0
67,18
68,20
69,24
70,21
71,24
72,0
73,21
74,8
75,21
76,18
77,15
78,4
79,2
80,19

"Class,Precision,Recall,F1-measure"
0,0.6,0.75,0.67
1,0.0,0.0,0.0
2,0.5,0.75,0.6
3,0.5,0.33,0.4
4,0.25,0.5,0.33
5,1.0,0.5,0.67
6,0.33,0.25,0.29
7,1.0,0.33,0.5
8,0.5,0.33,0.4
9,0.75,0.75,0.75
10,0.0,0.0,0.0
11,1.0,0.75,0.86
12,0.0,0.0,0.0
13,0.5,0.75,0.6
14,0.67,0.67,0.67
15,0.4,0.67,0.5
16,0.0,0.0,0.0
17,1.0,0.5,0.67
18,0.67,0.67,0.67
19,0.5,0.5,0.5
20,0.6,1.0,0.75
21,0.5,0.67,0.57
22,0.25,0.33,0.29
23,0.33,0.5,0.4
24,0.4,0.67,0.5
25,0.0,0.0,0.0

Accuracy,0.488

Macro-average F1-measure,0.445

Weighted-average F1-measure,0.465
