4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2

Predictions
1,4
2,13
3,23
4,2
5,18
6,17
7,11
8,23
9,22
10,20
11,2
12,9
13,11
14,19
15,4
16,5
17,0
18,8
19,2
20,0
21,16
22,0
23,25
24,17
25,9
26,1
27,21
28,8
29,24
30,12
31,3
32,23
33,10
34,16
35,10
36,23
37,16
38,19
39,15
40,15
41,16
42,11
43,13
44,1
45,13
46,7
47,10
48,14
49,24
50,0
51,7
52,3
53,22
54,20
55,3
56,14
57,25
58,9
59,15
60,14
61,7
62,2
63,11
64,7
65,0
66,6
67,6
68,20
69,12
70,1
71,24
72,22
73,21
74,8
75,21
76,18
77,15
78,17
79,6
80,19

"Class,Precision,Recall,F1-measure"
0,0.8,1.0,0.89
1,0.67,1.0,0.8
2,1.0,1.0,1.0
3,1.0,1.0,1.0
4,1.0,1.0,1.0
5,1.0,0.5,0.67
6,1.0,0.75,0.86
7,0.5,0.67,0.57
8,1.0,1.0,1.0
9,1.0,0.75,0.86
10,0.33,0.33,0.33
11,1.0,1.0,1.0
12,1.0,0.67,0.8
13,1.0,0.75,0.86
14,1.0,1.0,1.0
15,0.75,1.0,0.86
16,0.75,1.0,0.86
17,1.0,0.75,0.86
18,1.0,0.67,0.8
19,0.67,1.0,0.8
20,1.0,1.0,1.0
21,1.0,1.0,1.0
22,1.0,1.0,1.0
23,0.5,1.0,0.67
24,1.0,1.0,1.0
25,1.0,0.67,0.8

Accuracy,0.862

Macro-average F1-measure,0.857

Weighted-average F1-measure,0.865

Best hyper parameter values: ,"{'activation': 'identity', 'hidden_layer_sizes': (30, 50), 'solver': 'adam'}"
